EmployeeID,DateOfHire,DateOfBirth,Gender,Department,JobTitle,EmploymentStatus,SupervisorID,SupervisorName,SupervisorLevel,ProjectsAssigned,ProjectsCompleted,PerformanceRating,Salary,Bonus,YearsAtCompany,YearsInCurrentRole,TrainingHours,OvertimeHours,Absences,HireSource,EmployeeEngagementScore,TerminationDate,ReasonForLeaving,LastPromotionDate,SeniorLeader,TeamSize,PromotionCount,WorkFromHomeDays,PerformanceImprovementPlan,YearsSinceLastTraining,JobSatisfactionScore,RetentionRisk,DiversityCategory,SkillsAssessmentScore,RecruitmentCost,TimeToFillPosition,InternalPromotion,WorkHoursPerWeek,StressLevelScore
12108,23-12-2016,25-12-1966,Female,IT,Software engineer,Active,312,Rodney Brown,Director,17,1,4,46441.88,544.76,7,0,55,40,2,Job Board,1.09,,,14-11-2023,Arun S,46,3,3,Yes,2,2.52,Low,Diverse,68.15,4330.12,10,Yes,40,3.98
12109,23-05-2022,20-04-1981,Female,Sales,Agricultural engineer,Terminated,68,Whitney Campbell,Manager,4,16,1,60858.56,12003.81,8,0,81,20,11,Referral,3.99,17-10-2024,Layoff,,Thomas G,28,1,9,Yes,4,2.22,Low,Non-Diverse,76.97,5745.37,19,Yes,41,5.67
12110,17-02-2019,22-06-1980,Non-Binary,HR,Gaffer,Terminated,716,Rachel Austin,VP,1,13,2,87491.66,3231.53,8,10,55,21,18,Referral,1.79,06-09-2023,Layoff,,Patrick,49,1,5,No,1,3.38,High,Non-Diverse,92.96,7139.9,37,No,36,5.22
12111,20-07-2024,24-03-1975,Male,HR,"Radiographer, diagnostic",Active,949,Christopher Moore,VP,16,18,1,66908.56,2958.62,9,4,72,29,18,Job Board,2.62,,,28-09-2024,Patrick,38,2,6,Yes,1,1.83,High,Diverse,58.11,2499.86,12,No,54,3.61
12112,13-10-2017,23-02-1991,Male,Sales,General practice doctor,Terminated,775,Tammy Moore,VP,17,12,5,119980.95,15540.77,9,1,67,13,13,Recruiter,2.27,31-08-2019,Retirement,01-06-2020,Arun S,28,5,3,Yes,2,1.32,Low,Diverse,59.09,7978.38,12,Yes,50,5.32
12113,19-12-2019,08-11-2004,Female,Marketing,Homeopath,Active,98,Elijah Sanchez,Director,9,14,1,106405.69,4438.55,2,9,14,6,12,Job Board,2.43,,,,Patrick,15,4,6,Yes,4,2.86,Medium,Diverse,67.4,7904.46,54,No,41,7.23
12114,13-02-2024,28-10-1970,Male,Marketing,"Teacher, secondary school",Active,161,Jessica Martinez,VP,13,10,3,109468,1516.69,7,3,82,22,1,Job Board,1.11,,,,Thomas G,36,5,5,Yes,4,3.73,Medium,Non-Diverse,53.68,7353.51,9,Yes,41,1.81
12115,20-04-2022,25-08-1988,Male,Marketing,"Nurse, mental health",On Leave,598,Alisha Tucker,Director,11,4,1,47643.02,16748.67,9,3,24,30,10,Walk-in,4.62,,,06-08-2022,Patrick,19,3,11,No,1,2.56,Low,Diverse,65.92,2737.35,12,No,33,7.33
12116,06-03-2019,09-03-1997,Female,Sales,Web designer,Terminated,16,Matthew Miles,Director,16,4,5,65533.06,14815.15,3,8,76,20,11,Recruiter,4.61,02-07-2021,Layoff,,Thomas G,20,2,14,No,3,1.99,Medium,Diverse,50.43,8612.98,13,Yes,41,9.95
12117,03-05-2024,12-11-1965,Female,HR,Government social research officer,On Leave,129,Laura Morton,Director,5,1,3,58772.04,17121.31,0,6,23,16,7,Job Board,4.52,,,,Thomas G,16,4,14,No,5,3.16,Medium,Non-Diverse,81.87,9303.28,35,Yes,60,5.55
12118,03-07-2022,04-03-1983,Female,Sales,Video editor,Terminated,91,Alex Harris,Manager,7,10,5,98654.54,6170.04,4,3,23,12,0,Job Board,3.92,23-07-2022,Retirement,,Arun S,29,1,1,Yes,1,3.13,Medium,Non-Diverse,66.31,6065.76,44,No,46,5.08
12119,30-08-2021,16-12-2001,Non-Binary,Sales,Horticultural therapist,Active,30,Cynthia Moreno,Manager,9,8,4,115054.04,5659.58,5,9,47,0,9,Job Board,1.13,,,,Patrick,24,3,6,Yes,3,4.12,Medium,Non-Diverse,66.89,9392.52,18,Yes,45,3.35
12120,12-04-2023,28-03-1981,Female,HR,English as a second language teacher,On Leave,940,Barry Garrett,Director,12,18,3,36167.29,7900.71,3,4,93,26,20,Walk-in,1.62,,,28-04-2024,Thomas G,6,5,7,No,3,2.33,Low,Diverse,99.83,1026.26,27,No,50,5.31
12121,19-03-2024,07-11-1980,Non-Binary,Marketing,Market researcher,Terminated,225,Kimberly Rogers,Director,3,18,5,52338.77,15956.04,2,5,43,31,1,Referral,2.61,14-08-2024,Layoff,14-04-2024,Patrick,25,3,5,Yes,5,1.68,Low,Non-Diverse,64.51,3481.94,6,Yes,44,8.55
12122,01-11-2016,30-10-1973,Female,Finance,"Conservator, furniture",On Leave,275,Shawn Clements,VP,13,19,1,60467.23,13986.88,10,5,90,4,8,Job Board,3.42,,,02-01-2018,Patrick,12,2,15,No,4,3.67,Low,Non-Diverse,88.94,7179.63,37,Yes,60,3.53
12123,06-04-2018,05-08-1980,Male,HR,Ranger/warden,Active,275,Marie Walls,Director,20,3,2,39752.37,5427.63,4,9,77,37,0,Referral,4.37,,,,Patrick,21,5,5,Yes,1,3.56,Low,Diverse,51.01,4649.26,30,Yes,37,8.82
12124,30-09-2024,02-03-1967,Female,Finance,Art gallery manager,On Leave,36,Jesus Benitez,Director,2,20,5,85925.61,8684.42,6,10,39,18,19,Walk-in,1.75,,,04-10-2024,Thomas G,37,0,4,Yes,0,3.51,Medium,Diverse,55.15,5022.09,45,No,40,6.88
12125,04-05-2022,24-07-1969,Female,Marketing,Medical illustrator,On Leave,351,Kyle Andersen,VP,6,4,2,76039.95,3122.42,8,2,23,7,4,Job Board,3.75,,,,Patrick,12,3,19,No,5,4.4,High,Non-Diverse,98.29,8275.98,8,Yes,50,6.67
12126,05-02-2021,25-02-2006,Male,HR,"Engineer, electrical",Active,414,Sergio Nelson,Director,8,12,2,86878.93,16690.8,3,7,43,30,19,Recruiter,4.06,,,,Thomas G,40,4,10,Yes,5,2.63,Medium,Non-Diverse,79.5,3760.85,37,Yes,57,2.24
12127,21-12-2015,28-10-1974,Male,IT,"Surveyor, planning and development",Terminated,441,Amanda Fox MD,Director,0,12,3,34175.72,17057.09,10,7,0,31,8,Job Board,3.24,14-08-2020,Retirement,22-01-2021,Thomas G,33,5,12,No,4,1.54,Low,Non-Diverse,52.92,5407.34,44,No,33,8.78
12128,28-05-2020,20-08-2006,Non-Binary,IT,Radio broadcast assistant,Active,486,Bradley Stewart,Director,0,16,5,85492.01,19100.02,0,0,73,35,7,Job Board,2.09,,,,Thomas G,24,4,0,Yes,1,4.99,Low,Diverse,80.96,4872.33,37,No,33,9.66
12129,16-04-2017,19-03-1991,Female,Finance,Medical illustrator,Active,320,Robert Rodriguez,Director,7,14,1,54916.31,17901.71,1,4,50,45,13,Referral,1.98,,,01-09-2017,Arun S,26,3,11,Yes,4,1.72,Low,Diverse,51.32,2514.28,53,Yes,35,1.58
12130,23-06-2017,25-05-2002,Female,HR,Lexicographer,Terminated,223,Wesley Nelson,VP,7,19,1,76257.43,497.69,1,7,22,1,2,Walk-in,2.63,03-07-2019,Resignation,,Arun S,28,2,18,No,0,1.11,Low,Diverse,69.59,9822.52,36,Yes,58,4.78
12131,21-01-2024,22-10-1997,Female,Finance,Health visitor,Active,575,Jacob Espinoza,Director,5,18,1,77134.03,15161.2,0,0,62,38,17,Referral,2.89,,,,Arun S,7,3,7,Yes,1,3.78,Low,Non-Diverse,77.77,2341.65,38,Yes,30,9.5
12132,23-05-2022,22-09-2002,Male,HR,"Editor, magazine features",Terminated,27,Elizabeth Smith,Director,10,14,3,52502.87,15452.69,9,10,59,12,6,Job Board,2.01,08-09-2022,Resignation,,Patrick,18,2,6,No,4,4.78,Medium,Diverse,80.63,3549.99,23,Yes,51,7.31
12133,19-09-2020,12-01-1961,Female,HR,Art gallery manager,Active,302,Nicole Baker,Director,15,12,2,98057.71,8704.9,9,4,20,38,5,Job Board,4.49,,,,Patrick,7,0,4,Yes,0,4.24,Low,Non-Diverse,85.8,6276.9,47,No,46,9.27
12134,29-05-2024,25-05-1993,Female,IT,Equality and diversity officer,On Leave,26,Christine Reed,VP,0,15,1,49865.21,106.6,4,3,28,47,6,Job Board,2.85,,,,Arun S,44,0,0,No,3,4.68,High,Diverse,65.83,7409.62,22,No,49,6.36
12135,04-07-2024,29-03-1985,Male,Marketing,Outdoor activities/education manager,Terminated,917,Brandon Davis,VP,17,3,5,41840.8,1187.39,0,0,94,34,15,Referral,1.08,10-10-2024,Retirement,24-10-2024,Arun S,12,3,8,Yes,5,3.49,Medium,Diverse,93.48,8762.62,5,Yes,55,2.95
12136,07-12-2024,07-06-1970,Male,Marketing,"Radiographer, diagnostic",Terminated,825,William Bell,VP,19,8,1,96101.15,11107.03,7,0,22,27,15,Referral,3.51,28-01-2025,None,23-01-2025,Patrick,44,3,14,No,3,4.27,High,Diverse,87.35,6788.13,60,Yes,60,9.7
12137,07-04-2015,12-05-1972,Female,IT,Environmental consultant,Terminated,426,Brandi Franklin,Director,8,3,5,81849.24,19526.45,1,2,78,23,20,Walk-in,1.08,09-06-2017,Retirement,,Thomas G,42,1,8,No,3,4.22,High,Diverse,67.79,7931.38,42,No,55,5.97
12138,19-05-2019,28-02-1986,Non-Binary,Finance,Contractor,Active,318,Randy White,Director,18,8,5,31736.67,8068.13,8,8,49,7,12,Walk-in,3.59,,,06-02-2020,Arun S,41,4,5,Yes,4,2.24,Low,Non-Diverse,81.93,8462.63,28,Yes,42,7.24
12139,25-12-2016,13-02-1986,Non-Binary,Finance,Chief Financial Officer,On Leave,320,Hannah Estrada,VP,16,17,5,90788.71,17089.61,3,5,88,15,16,Referral,1.48,,,29-11-2024,Arun S,37,1,5,Yes,0,4.07,High,Diverse,50.97,4942.42,59,No,50,3.95
12140,05-11-2016,28-03-1963,Female,IT,Diagnostic radiographer,Active,301,John Booker,VP,4,10,2,69375.65,11318.98,7,10,26,50,11,Job Board,4.8,,,11-11-2023,Patrick,32,3,18,No,4,2.06,Medium,Diverse,99.94,7339.29,35,Yes,46,9.36
12141,24-08-2024,09-02-1974,Non-Binary,HR,"Exhibitions officer, museum/gallery",On Leave,7,Candace Horn,Manager,4,7,5,71205.6,12181.5,10,2,19,4,19,Job Board,2.61,,,29-08-2024,Arun S,31,0,5,No,2,1.91,High,Diverse,64.57,1856.71,28,Yes,34,6.25
12142,14-02-2019,04-11-1973,Non-Binary,HR,"Nurse, adult",Active,226,David Myers,Manager,15,12,5,95560.1,19889.04,6,1,20,32,19,Referral,1.43,,,,Thomas G,49,3,14,No,1,4.03,High,Non-Diverse,88.39,8278.82,17,No,46,2.35
12143,16-10-2020,27-08-1960,Non-Binary,Marketing,"Surveyor, insurance",Terminated,771,Samantha Jordan,Manager,20,19,2,63924.17,12571.38,4,1,4,24,16,Job Board,2.31,16-05-2022,Resignation,19-10-2020,Arun S,26,5,19,Yes,1,1.07,Medium,Non-Diverse,62.75,8899.62,27,No,34,4.05
12144,03-12-2016,11-02-2001,Non-Binary,HR,Advice worker,On Leave,903,Kevin Smith,Manager,10,0,3,94274.31,15261.87,9,0,53,45,15,Referral,4.98,,,,Arun S,42,2,6,Yes,1,1.45,Low,Diverse,63.09,6374.26,54,No,32,6.64
12145,23-07-2016,26-11-1982,Non-Binary,Finance,Graphic designer,Terminated,915,James Olson,VP,13,15,4,55188.13,2539.05,6,5,65,46,14,Referral,1.33,04-04-2019,Retirement,14-06-2024,Patrick,47,1,3,Yes,3,2.86,Medium,Non-Diverse,88.91,2881.28,18,Yes,57,9.13
12146,11-08-2021,30-09-1998,Male,Finance,Conference centre manager,Terminated,439,Gregory Torres,Manager,8,11,3,104240.4,13841.73,6,10,49,14,2,Referral,2.55,14-08-2023,Layoff,27-07-2024,Thomas G,28,1,17,No,4,2.93,High,Non-Diverse,89.38,7108.88,17,No,52,6.2
12147,15-02-2017,11-04-1996,Female,Finance,"Copywriter, advertising",Active,665,Jeffrey Carter,Manager,18,11,1,66426.53,17917.92,3,8,59,35,7,Referral,3.83,,,23-08-2024,Thomas G,30,2,18,Yes,0,2.77,Low,Non-Diverse,89.84,1427.15,9,Yes,36,1.79
12148,07-09-2022,22-09-1988,Female,Sales,International aid/development worker,On Leave,533,Carolyn Brown,Director,6,0,3,94712.25,3031.54,5,3,21,12,13,Job Board,2.78,,,,Arun S,22,5,4,Yes,2,3.61,Low,Non-Diverse,87.86,8536.65,34,No,53,7.92
12149,07-01-2023,19-12-1981,Male,IT,Photographer,Active,489,Joseph Simon,Director,14,12,5,42258.02,10497.63,2,1,66,43,12,Job Board,2.33,,,,Arun S,23,3,18,Yes,5,1.84,Low,Diverse,89.37,9156.74,44,No,50,6.37
12150,20-07-2016,27-06-2003,Non-Binary,Marketing,Company secretary,On Leave,95,Julie Young,Manager,18,7,1,80014.29,6945.18,5,10,78,16,18,Referral,1.83,,,03-07-2018,Arun S,20,5,3,No,3,3.33,Medium,Non-Diverse,51.19,6769.12,14,No,50,3.62
12151,04-11-2019,23-12-2001,Non-Binary,IT,Fitness centre manager,Active,951,Randy Mason,Manager,8,5,1,83230.92,8603.48,5,0,83,42,8,Walk-in,2.36,,,,Thomas G,30,5,14,Yes,1,1.95,Medium,Non-Diverse,79.06,1226.1,50,No,55,1.36
12152,02-08-2016,17-07-1970,Male,HR,Further education lecturer,Terminated,118,Kyle Saunders,Director,14,12,2,78799.61,9048.96,2,9,37,19,18,Referral,2.82,09-12-2017,Resignation,,Thomas G,14,3,19,No,3,4.46,Low,Diverse,99.23,7111.95,43,No,56,2.41
12153,11-03-2021,29-01-1972,Non-Binary,Marketing,"Lecturer, higher education",Active,984,Tamara Thomas,VP,9,0,3,45911.96,19364.91,3,9,61,31,15,Walk-in,3.65,,,21-05-2023,Patrick,16,4,7,Yes,5,4.26,Low,Non-Diverse,50.21,4180.55,52,No,50,5.63
12154,19-11-2018,31-07-1985,Female,IT,Clinical molecular geneticist,Active,759,Olivia Weaver,Manager,7,13,1,105880.32,16628.22,7,8,63,31,4,Job Board,4.01,,,,Thomas G,20,0,17,Yes,3,1.68,Medium,Non-Diverse,71.22,1973.75,49,No,42,1.95
12155,12-07-2021,16-07-1995,Non-Binary,Finance,Medical secretary,Terminated,755,Christine Carpenter,VP,18,14,4,105089.01,16093.89,5,2,43,42,6,Referral,2.56,20-07-2023,Resignation,06-05-2023,Patrick,34,5,14,No,4,4.15,High,Diverse,69.09,9956.54,58,Yes,45,3.01
12156,24-01-2025,07-12-1969,Female,IT,Sports development officer,On Leave,567,Christopher Martin,VP,4,19,1,53686.64,8844.58,10,4,31,2,8,Referral,1.81,,,25-01-2025,Patrick,34,0,2,No,3,3.04,Medium,Diverse,76.43,5736.89,49,No,51,6.61
12157,21-08-2023,19-01-1998,Male,IT,Clinical molecular geneticist,On Leave,532,Kristin Graves,Manager,16,9,3,111173.06,4875.68,8,1,87,30,5,Referral,3.29,,,,Patrick,24,2,11,No,2,3.76,High,Non-Diverse,95,9375.6,50,No,42,4.57
12158,09-03-2018,22-07-1984,Male,Marketing,"Scientist, research (medical)",Terminated,792,Roberta Hunt,VP,4,14,3,78654.27,18185.02,0,7,11,14,19,Recruiter,4.28,09-10-2022,Layoff,06-07-2019,Thomas G,7,2,17,No,1,4.11,High,Diverse,64.45,5751.19,46,No,33,5.33
12159,03-09-2024,21-10-1985,Male,Marketing,"Scientist, product/process development",Active,979,Brittany Carter,Manager,15,11,5,31080.64,9748.99,8,3,75,11,2,Walk-in,1.48,,,,Patrick,25,5,19,Yes,1,1.65,Low,Diverse,88.53,3703.75,9,No,54,8.36
12160,26-03-2024,28-08-2003,Male,IT,Solicitor,Active,929,Anthony Brady,VP,17,1,3,39835.73,2353.84,1,1,30,20,16,Recruiter,1.19,,,06-05-2024,Patrick,10,4,19,No,1,4.52,Medium,Non-Diverse,63.66,3536.88,34,Yes,30,10
12161,07-07-2017,24-04-1959,Female,Marketing,"Scientist, water quality",Terminated,231,Donna Bishop,Manager,0,6,4,113548.83,6360.57,10,10,68,26,3,Walk-in,3.61,31-10-2019,None,22-01-2024,Patrick,22,5,9,Yes,2,1.18,High,Non-Diverse,80.41,2496.59,37,No,59,7.35
12162,14-07-2016,05-02-1961,Male,IT,Secondary school teacher,Terminated,177,Kevin Smith,VP,18,16,1,107456.41,19805.6,7,9,55,3,7,Recruiter,4.74,28-03-2022,None,30-12-2018,Thomas G,48,4,16,Yes,0,4.36,Low,Diverse,86.41,4509.66,9,No,52,5
12163,16-07-2023,10-04-1986,Female,HR,Arts development officer,Active,685,Rebecca Bernard,Director,18,19,1,61850.46,12876.12,6,0,55,37,12,Recruiter,4.1,,,,Thomas G,23,5,19,Yes,4,2.73,High,Non-Diverse,81.1,3173.56,6,Yes,55,3.43
12164,05-03-2023,13-03-1981,Female,IT,Sports development officer,On Leave,455,Ricky Harris,VP,19,20,5,49283.51,7546.73,4,6,95,14,6,Job Board,3.68,,,,Patrick,46,2,18,No,3,1.43,Low,Diverse,50.89,9811.29,40,No,49,3.62
12165,15-02-2021,09-04-1986,Non-Binary,Finance,"Designer, furniture",Terminated,826,Mario Bean,VP,20,1,4,84427.24,15695.59,8,10,50,14,20,Walk-in,1.12,01-01-2022,Layoff,17-10-2023,Arun S,19,1,2,Yes,4,4.8,High,Diverse,65.17,5982.35,5,No,30,1.8
12166,22-09-2024,31-10-1974,Female,Marketing,"Scientist, research (life sciences)",Terminated,751,Charles Elliott,Director,7,10,3,96331.66,5290.11,2,4,46,17,16,Referral,2.86,29-01-2025,None,05-01-2025,Thomas G,16,3,18,Yes,5,2.08,Medium,Non-Diverse,73.71,9896.92,39,Yes,34,4.47
12167,22-07-2023,13-11-1969,Non-Binary,Sales,"Journalist, newspaper",Active,307,Susan Wright,Director,13,4,1,72532.67,11667.42,3,5,13,48,19,Referral,3.04,,,25-11-2024,Thomas G,48,5,17,No,2,3.28,Low,Diverse,66.69,4732.52,19,Yes,58,3.41
12168,02-04-2020,03-06-1994,Non-Binary,IT,Travel agency manager,Active,130,Shelby Jones,VP,7,5,4,116122.32,6816.79,5,9,16,50,14,Recruiter,4.08,,,,Arun S,43,0,0,Yes,1,3.66,High,Non-Diverse,90.59,6575.71,49,Yes,37,4.38
12169,20-02-2020,10-06-1980,Male,HR,Museum/gallery exhibitions officer,Terminated,679,Larry Wagner,Director,9,14,1,35113.04,8384.78,4,10,28,29,8,Referral,4.69,04-08-2020,Retirement,,Arun S,11,5,2,No,3,4.94,Low,Non-Diverse,65.92,2421.69,17,No,40,9.52
12170,12-09-2020,15-12-1978,Male,Marketing,Geoscientist,Active,131,Steven May,Manager,14,17,4,110538.07,12.17,2,2,48,18,8,Job Board,3.38,,,14-07-2023,Thomas G,5,4,0,No,4,1.35,Medium,Non-Diverse,58.08,4460.13,21,No,41,5.61
12171,06-04-2016,27-02-1977,Male,Marketing,Illustrator,On Leave,883,Theresa Moore,Director,0,6,5,49579.14,19049.55,8,1,6,39,16,Referral,1.93,,,,Thomas G,44,5,6,Yes,0,3.01,Low,Non-Diverse,91.15,6599.56,22,No,42,5.33
12172,22-08-2016,16-01-1994,Non-Binary,HR,Hospital doctor,Terminated,823,Joshua Hensley,Manager,5,13,5,65308.21,19211.63,9,6,74,11,9,Job Board,3.17,12-10-2019,Retirement,19-01-2020,Arun S,10,5,18,Yes,3,4.08,Low,Non-Diverse,75.17,4851.12,54,No,54,7.61
12173,24-07-2018,17-10-1994,Male,Sales,Social worker,Active,441,Elizabeth Carr,Director,11,12,5,43824.73,9021.73,3,2,15,16,9,Job Board,2.39,,,18-04-2023,Thomas G,17,1,2,No,1,3.07,Medium,Diverse,64.37,6567.41,11,Yes,36,4
12174,13-06-2024,23-01-1971,Non-Binary,Sales,"Psychologist, educational",Terminated,888,Patricia Silva,Manager,0,20,5,79272.54,265.43,4,1,68,19,8,Walk-in,3.02,30-12-2024,Resignation,,Arun S,36,1,10,Yes,0,4.18,Medium,Non-Diverse,79.79,6077.27,43,No,57,3.88
12175,20-09-2015,28-12-1967,Non-Binary,IT,Environmental manager,On Leave,845,Rebecca Bradford,Director,17,4,1,105213.23,19817.29,2,4,41,42,5,Referral,2.14,,,11-10-2016,Thomas G,36,0,11,Yes,2,1.45,Low,Non-Diverse,66.33,8381.31,51,No,51,5.77
12176,31-12-2022,31-12-1975,Male,HR,Careers information officer,Active,79,Sherry Johnson,Director,14,13,5,87450.12,3107.95,4,1,43,5,4,Job Board,3.22,,,,Patrick,22,2,4,No,2,4.85,High,Diverse,98.02,9334.61,39,No,56,1.69
12177,21-05-2021,29-06-2005,Male,Finance,Furniture designer,Active,898,Gina Abbott,VP,4,7,3,71514.62,6534.05,4,4,94,24,0,Referral,2.27,,,20-07-2024,Thomas G,8,0,13,Yes,3,2.73,High,Diverse,88.07,5126.11,52,Yes,37,3.16
12178,18-02-2020,30-05-1989,Non-Binary,Finance,Armed forces training and education officer,Active,97,Patricia Flores,Director,11,9,2,49899.1,3769.25,1,4,35,46,15,Job Board,2.86,,,,Patrick,29,1,11,No,0,2.49,High,Non-Diverse,77.51,6999.35,47,No,32,6.87
12179,21-03-2015,30-01-2007,Male,IT,Horticultural therapist,On Leave,108,William Boyd,VP,13,1,4,70213.7,12360.83,6,5,26,38,10,Walk-in,3.8,,,03-06-2022,Patrick,41,3,10,Yes,0,4.38,Medium,Non-Diverse,51.06,7637.36,9,Yes,50,9.53
12180,24-01-2020,01-08-1990,Non-Binary,IT,Mechanical engineer,Terminated,305,Taylor Johnson,Director,19,5,4,117241.6,3441.58,4,6,96,16,15,Walk-in,1.18,05-12-2023,Retirement,18-12-2024,Thomas G,41,0,9,Yes,1,4.87,Low,Non-Diverse,63.32,9128.28,8,Yes,60,9.92
12181,26-06-2021,20-10-1995,Non-Binary,IT,Textile designer,Active,701,Anthony Lowery,Director,16,9,1,102550.81,17904.64,4,8,67,25,4,Recruiter,3.35,,,24-02-2022,Patrick,39,2,11,Yes,5,4.47,High,Non-Diverse,54.97,6049.43,19,Yes,44,5.22
12182,15-10-2023,16-02-1987,Non-Binary,Sales,"Programmer, systems",Active,2,Ashley Diaz,Director,19,13,1,36765.5,14209.49,2,9,86,36,14,Referral,1.6,,,03-08-2024,Arun S,30,5,18,No,3,1.41,High,Diverse,64.98,8863.02,16,No,57,7.3
12183,26-01-2022,23-05-1972,Male,Marketing,Science writer,On Leave,637,Erika Kim,VP,4,15,1,44842.96,9768.18,1,3,7,28,19,Recruiter,1.27,,,,Patrick,5,3,6,No,1,2.91,High,Diverse,59.16,2660.1,13,Yes,57,5.67
12184,30-12-2019,26-12-1965,Female,HR,"Psychologist, educational",Terminated,685,Alexandra Kane,Director,2,9,5,82461.52,2652.7,10,7,15,1,2,Walk-in,3.17,04-07-2021,Layoff,21-09-2023,Thomas G,27,4,6,Yes,4,2.89,High,Diverse,70.1,4048.04,8,Yes,49,7.9
12185,23-09-2017,27-03-1998,Non-Binary,Marketing,"Buyer, industrial",Terminated,34,Kenneth Simon,Manager,14,6,4,92833.09,3410.19,0,6,81,30,9,Recruiter,1.5,19-06-2018,Retirement,,Arun S,30,3,20,Yes,0,2.76,Medium,Non-Diverse,56.72,6059.32,32,Yes,51,4.27
12186,21-02-2019,22-02-1968,Non-Binary,Sales,Chief Strategy Officer,Terminated,208,Blake Shepard,VP,14,7,3,75792.75,9236.28,6,4,39,20,4,Walk-in,3.21,11-10-2022,None,,Patrick,26,0,15,Yes,1,4.6,Medium,Diverse,53.04,6052.85,12,No,51,8.09
12187,27-01-2021,12-01-1989,Female,Marketing,Legal secretary,Terminated,847,Sarah Rodriguez,Manager,11,15,5,68981,14213.42,8,8,62,8,11,Recruiter,3.11,13-07-2024,Layoff,,Patrick,38,4,5,Yes,1,1.68,Medium,Diverse,90.94,2096.8,11,Yes,40,4.96
12188,22-10-2019,17-10-1990,Non-Binary,IT,Site engineer,On Leave,929,Lisa Bell,Manager,3,4,3,65611.94,5425,6,2,3,38,10,Referral,4.45,,,,Thomas G,29,2,2,No,5,1.22,Low,Non-Diverse,78.94,3295.66,23,No,46,4.05
12189,28-12-2024,01-11-1968,Female,IT,Publishing rights manager,On Leave,173,Angela Peterson,Director,3,3,5,63970.81,1379.37,5,5,90,10,0,Recruiter,2.45,,,23-01-2025,Patrick,30,4,15,Yes,3,3.8,Medium,Diverse,60.75,9287.94,60,No,32,9.85
12190,29-01-2020,04-01-2002,Non-Binary,Finance,Customer service manager,Active,919,Aaron Bryant,Director,1,12,5,31608.98,17509.54,2,0,76,0,0,Job Board,2.62,,,18-12-2020,Thomas G,48,2,12,Yes,4,1.83,Medium,Diverse,78.27,3466.52,54,Yes,32,3.32
12191,10-06-2022,21-07-1986,Female,Marketing,Actuary,Active,784,Daniel Jackson,Director,6,16,1,79564.13,9519.96,4,6,23,46,7,Walk-in,3.9,,,,Patrick,50,4,0,Yes,1,4.96,Medium,Diverse,82.25,6155.39,15,No,56,1.18
12192,28-09-2022,11-04-1961,Female,Marketing,Actor,Active,197,Elizabeth Randolph,VP,12,9,5,44411.25,10581.67,4,5,19,14,7,Job Board,2.11,,,01-12-2022,Patrick,26,2,17,No,4,3.52,Medium,Non-Diverse,58.56,5254.97,5,Yes,40,4.4
12193,01-02-2019,27-04-1997,Non-Binary,Marketing,Contracting civil engineer,Active,736,Laura Poole,Manager,2,1,5,58282.65,14629.55,9,1,80,9,9,Recruiter,1.16,,,,Arun S,33,5,1,Yes,5,2.79,Medium,Non-Diverse,64.22,5675.2,41,No,41,6.72
12194,16-10-2017,30-04-1997,Male,Sales,Communications engineer,On Leave,893,Autumn Mathis,Manager,0,5,4,112537.43,17654.62,10,6,79,41,6,Job Board,1.12,,,,Patrick,10,3,11,No,1,3.21,Medium,Diverse,92.31,2812.97,40,No,59,10
12195,13-10-2017,22-06-1970,Female,Finance,Firefighter,On Leave,15,Roger Martinez,Manager,15,0,4,74861.41,17609.03,1,10,35,45,6,Recruiter,3.83,,,23-10-2020,Arun S,30,4,12,No,3,3.47,Low,Diverse,57.34,8675.05,59,Yes,30,4.35
12196,30-11-2023,31-08-1998,Female,Finance,Writer,Terminated,601,Alexandra Schultz,VP,3,18,5,97616.44,5953.43,6,9,0,23,13,Referral,2.65,01-01-2025,Resignation,01-03-2024,Arun S,40,5,13,Yes,5,1.5,Low,Diverse,63.25,1731.39,16,Yes,60,2.24
12197,21-06-2020,24-02-1981,Male,Sales,Plant breeder/geneticist,Terminated,754,Tyler Rodriguez,Director,20,0,2,62511.81,4373.9,1,6,99,31,19,Walk-in,1.34,16-11-2021,Resignation,16-10-2024,Thomas G,50,2,20,No,2,4.87,Medium,Diverse,83.74,9006.31,23,No,54,3.55
12198,29-03-2016,20-05-1964,Non-Binary,IT,Veterinary surgeon,Active,509,Nicholas Farmer,Director,3,12,2,53565.23,19553.16,7,0,71,35,11,Recruiter,1.95,,,,Patrick,27,4,6,No,0,4.74,Medium,Non-Diverse,88.77,9219.85,17,No,46,7.16
12199,08-04-2016,22-11-2002,Male,Finance,"Civil engineer, consulting",Terminated,778,William Sims,VP,15,12,2,42789.95,8224.54,7,0,72,37,15,Job Board,2.44,06-08-2019,Retirement,,Patrick,47,4,14,No,0,1.08,Medium,Non-Diverse,99.72,9039.21,12,Yes,45,8.6
12200,30-07-2018,10-04-1976,Female,Sales,Records manager,On Leave,658,Ryan Boyd,VP,19,17,5,63676.09,9821.68,10,4,14,1,15,Job Board,2.62,,,09-09-2023,Arun S,12,4,8,No,3,2.3,High,Diverse,84.38,1842.11,47,Yes,30,9.67
